"","age","agekdbrn","coninc","nummen","numwomen","sibs","size","weekswrk","ADULTS","ATTEND","BABIES","CLASS","CLOSEBLK","CLOSEWHT","COMPREND","COURTS","DEGREE","EARNRS","FINALTER","FINRELA","FUND","HAPPY","HEALTH","INCOM16","MADEG","NATCHLD","NATENRGY","NATMASS","NATPARK","NATROAD","NATSCI","NATSOC","PADEG","PARTNERS","PARTNERS5","POLVIEWS","PRAY","PRETEEN","RANK","RELACTIV","RELITEN","RELPERSN","SATFIN","SATJOB","SEXFREQ","SPRTPRSN","TEENS","VETYEARS","aidscndm","aidslook","ballot","bible","born","cappun","condom","consent","coop","CSHUTYP10","dipged","dwelling","ethnum","evcrack","evpaidsx","evstray","famgen","family16","fear","feeused","gender1","god","hhrace","hivtest","hunt","mar1","mar2","matesex","mawrkgrw","mobile16","othlang","owngun","partfull","partyid","pawrkslf","phone","postlife","raclive","racopen","reborn","reg16","relate2","relatsex","res16","rplace","sex","sexornt","srcbelt","VOTE08","whoelse1","whoelse2","whoelse3","whoelse4","whoelse5","wksub","wksup","wrkgovt","xnorcsiz"
"1490",NA,NA,NA,NA,50,NA,4,3,NA,1,0,2,NA,NA,NA,1,NA,2,NA,4,1,3,NA,3,NA,1,1,2,3,1,NA,1,NA,NA,NA,NA,1,NA,5,1,1,NA,NA,4,4,3,NA,1,NA,NA,"BALLOT B","BOOK OF FABLES","yes",NA,"NOT USED",NA,NA,NA,"High School diploma",NA,NA,"no",NA,NA,NA,NA,NA,"no",NA,"SOME HIGHER POWER","white",NA,NA,"divorced","NEVER MARRIED","yes","yes","DIFFERENT STATE","no",NA,"FULL-TIME",NA,NA,"PHONE IN HOME",NA,"no",NA,NA,"SOUTH ATLANTIC","child","YES, IN RELATIONSHIP","COUNTRY,NONFARM",NA,NA,"Heterosexual or straight","OTHER RURAL","Voted",NA,"no","no",NA,"no",NA,NA,"private","SUBURB, MED CITY"
"1491",73,30,NA,1,20,4,NA,0,4,2,NA,1,NA,5,3,NA,NA,NA,NA,3,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6,6,NA,NA,NA,2,3,1,NA,1,3,0,3,NA,"Yes","BALLOT C",NA,NA,"oppose",NA,"R CONSENTS TO PARTCIPATE IN THE SURVEY BUT DOES NOT WANT TO BE RECORDED","cooperative","LIVING IN HOUSEHOLD","ged","DETACHED 1-FAM HOUSE",NA,"no",NA,NA,"2 GENS, CHILDREN",NA,"no","YES, MONEY","male","KNOW GOD EXISTS","white","No","neither","married","married",NA,"no","DIFFERENT STATE","no",NA,NA,NA,NA,"PHONE IN HOME","yes",NA,NA,NA,"SOUTH ATLANTIC","spouse","NO, NO RELATIONSHIP","CITY GT 250000","HEAD OF HOUSEHOLD","male","Heterosexual or straight","OTHER RURAL",NA,"no",NA,NA,NA,"no","yes","yes","private","SUBURB, MED CITY"
"1492",34,NA,60967.5,0,NA,NA,4,0,NA,NA,0,2,8,9,NA,3,2,2,1,2,1,NA,2,4,NA,1,NA,NA,NA,2,2,2,2,2,NA,NA,NA,0,5,3,2,2,1,3,7,2,0,1,"Yes","Yes",NA,"INSPIRED WORD",NA,"favor",NA,NA,NA,NA,NA,NA,NA,"no","no","NEVER MARRIED","2 GENS, CHILDREN","MOTHER & FATHER","no","YES, MONEY",NA,NA,"white","Yes","spouse","married","married","yes",NA,"SAME CITY",NA,NA,NA,"NOT STR DEMOCRAT",NA,NA,"yes",NA,"neither","yes","SOUTH ATLANTIC","spouse",NA,NA,"child","male",NA,"OTHER RURAL","Voted",NA,NA,NA,"no","no",NA,NA,"private",NA
"1493",37,23,6651,NA,NA,NA,4,52,1,NA,NA,2,6,6,3,1,4,NA,3,1,NA,1,2,3,2,NA,NA,NA,NA,1,3,NA,1,2,3,4,5,1,NA,NA,2,2,1,2,4,4,1,NA,"Yes",NA,"BALLOT C",NA,"yes",NA,NA,NA,"FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD",NA,NA,"CANNOT CHOOSE 1","no","no","no","2 GENS, CHILDREN","MOTHER & FATHER","yes","no","female","BELIEVE BUT DOUBTS","white",NA,"neither","divorced","NEVER MARRIED",NA,NA,"SAME ST,DIF CITY","no",NA,NA,"independent",NA,"cellphone","yes","yes",NA,"no","SOUTH ATLANTIC",NA,"YES, IN RELATIONSHIP",NA,"HEAD OF HOUSEHOLD","female","Heterosexual or straight","OTHER RURAL",NA,"no",NA,NA,NA,"no","yes",NA,NA,"SUBURB, MED CITY"
"1494",NA,22,17551.25,1,NA,3,NA,52,2,3,0,NA,NA,NA,3,NA,1,2,1,1,2,1,NA,1,1,1,1,1,2,2,2,1,1,NA,2,3,1,NA,9,1,2,1,1,3,NA,NA,0,NA,"Yes",NA,"BALLOT B","BOOK OF FABLES",NA,"favor","NOT USED","R CONSENTS TO RECORDING INTERVIEW","cooperative","LIVING IN HOUSEHOLD",NA,"2 UNITS SIDE BY SIDE","NAMES 1","no",NA,"no",NA,"MOTHER & FATHER",NA,"YES, MONEY","female",NA,"white",NA,NA,"married","married","yes","yes",NA,NA,NA,NA,"IND,NEAR REP",NA,"cellphone",NA,"yes",NA,"no",NA,"spouse","YES, IN RELATIONSHIP","TOWN LT 50000","spouse",NA,"Heterosexual or straight",NA,"Did not vote","yes",NA,"no",NA,"no","no","no","private","SUBURB, MED CITY"
"1495",55,44,60967.5,0,35,NA,4,NA,NA,1,NA,2,NA,NA,3,NA,2,2,1,3,1,2,NA,2,1,NA,3,1,2,NA,3,1,NA,NA,NA,NA,2,1,4,NA,1,3,2,4,NA,NA,0,NA,NA,"Yes",NA,"INSPIRED WORD","yes",NA,"NOT USED","R CONSENTS TO PARTCIPATE IN THE SURVEY BUT DOES NOT WANT TO BE RECORDED",NA,NA,"ged",NA,"NAMES 1","no","yes","yes","2 GENS, CHILDREN","mother",NA,"YES, MONEY","female","NO WAY TO FIND OUT","black",NA,NA,"married",NA,"yes",NA,NA,"no",NA,"FULL-TIME","STRONG DEMOCRAT",NA,"cellphone","yes",NA,NA,"no",NA,NA,"YES, IN RELATIONSHIP",NA,"spouse","male","Heterosexual or straight","OTHER RURAL","Voted","no","no","no","no",NA,"yes","no","government","SUBURB, MED CITY"
"1496",72,21,NA,2,0,3,9,0,2,3,NA,NA,5,NA,3,1,NA,0,2,3,1,2,NA,NA,NA,3,NA,1,2,NA,3,2,NA,1,NA,NA,5,0,5,1,2,3,2,NA,1,4,0,1,"Yes","Yes",NA,"INSPIRED WORD","yes","favor","USED LAST TIME","R CONSENTS TO RECORDING INTERVIEW","FRIENDLY,INTERESTED",NA,NA,"DETACHED 1-FAM HOUSE","CHOOSES 1 OF 2+","no","no","no","1 GEN","MOTHER & FATHER","no","no","male","KNOW GOD EXISTS","white","No","neither","married",NA,NA,"yes","SAME ST,DIF CITY","no","no",NA,NA,NA,"PHONE IN HOME","yes","no","OWNER DECIDES","yes","SOUTH ATLANTIC","spouse","YES, IN RELATIONSHIP",NA,"spouse","female",NA,"OTHER RURAL","Voted","no","no","no",NA,"no",NA,NA,NA,"UNINC,MED CITY"
"1497",50,NA,88680,NA,4,0,9,NA,2,4,0,3,NA,NA,NA,1,5,2,2,3,1,3,NA,3,3,1,1,1,1,1,NA,1,4,2,NA,1,NA,0,5,NA,4,NA,2,NA,NA,4,0,1,NA,NA,NA,"BOOK OF FABLES","yes","oppose","NOT USED",NA,"FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD","High School diploma",NA,"CHOOSES 1 OF 2+","no","no","NEVER MARRIED","1 GEN","MOTHER & FATHER",NA,"no","female","BELIEVE BUT DOUBTS","white","Yes",NA,"NEVER MARRIED","NEVER MARRIED",NA,"yes","DIFFERENT STATE","yes",NA,NA,"STRONG DEMOCRAT","SOMEONE ELSE","cellphone","yes","no",NA,"no","foreign","NON-RELATIVE","YES, IN RELATIONSHIP","BIG-CITY SUBURB","NON-RELATIVE",NA,NA,"OTHER RURAL","Voted",NA,"no","no","no","no","no","no","private","UNINC,MED CITY"
"1498",NA,18,NA,1,0,NA,9,NA,2,6,0,3,NA,NA,3,NA,NA,2,2,3,1,3,NA,NA,2,2,1,1,2,NA,2,1,2,2,2,4,NA,0,4,4,3,NA,2,4,NA,NA,0,1,NA,"Yes",NA,"INSPIRED WORD",NA,NA,NA,"R CONSENTS TO RECORDING INTERVIEW","FRIENDLY,INTERESTED",NA,"High School diploma","DETACHED 1-FAM HOUSE",NA,NA,"no","no","1 GEN","MOTHER & FATHER",NA,NA,"male","BELIEVE BUT DOUBTS","white",NA,NA,NA,NA,"yes",NA,NA,"no",NA,"FULL-TIME",NA,NA,"PHONE IN HOME","yes","yes",NA,"yes","SOUTH ATLANTIC","spouse",NA,"TOWN LT 50000","spouse","female","Heterosexual or straight","OTHER RURAL","Voted","no","no","no","no","no","yes",NA,"government","UNINC,MED CITY"
"1499",41,NA,33255,1,20,1,9,20,1,4,0,2,NA,NA,3,1,1,1,2,2,2,1,NA,4,NA,2,1,NA,NA,3,NA,1,NA,NA,6,NA,4,0,7,3,NA,2,NA,3,NA,2,1,NA,"Yes",NA,NA,NA,"yes","favor","NOT USED","R CONSENTS TO PARTCIPATE IN THE SURVEY BUT DOES NOT WANT TO BE RECORDED","cooperative",NA,NA,"DETACHED 1-FAM HOUSE","CANNOT CHOOSE 1","no","no","NEVER MARRIED","2 GENS, CHILDREN","mother",NA,"YES, MONEY",NA,NA,"white","No",NA,"NEVER MARRIED",NA,NA,"yes","SAME CITY","no",NA,"PART-TIME",NA,NA,"PHONE IN HOME",NA,NA,NA,NA,"SOUTH ATLANTIC","child","YES, IN RELATIONSHIP",NA,"HEAD OF HOUSEHOLD",NA,"Heterosexual or straight","OTHER RURAL",NA,NA,"no","no","no",NA,"no",NA,"private","UNINC,MED CITY"
"1500",73,23,49882.5,0,NA,2,9,50,2,5,0,3,NA,NA,NA,1,1,1,2,NA,NA,3,NA,NA,1,2,NA,1,NA,NA,1,NA,NA,2,2,7,NA,1,5,5,2,NA,3,2,3,2,0,1,NA,NA,NA,"WORD OF GOD","yes",NA,"NOT USED","R CONSENTS TO RECORDING INTERVIEW",NA,"LIVING IN HOUSEHOLD",NA,"DETACHED 1-FAM HOUSE",NA,"no","no","no","2 GENS, CHILDREN","MOTHER & STPFATHER",NA,"no","male",NA,"white","No",NA,"married","married","yes","yes",NA,NA,NA,"PART-TIME","STRONG REPUBLICAN",NA,NA,NA,NA,NA,NA,"SOUTH ATLANTIC","spouse","YES, IN RELATIONSHIP",NA,NA,"male","Heterosexual or straight","OTHER RURAL",NA,NA,"no","no",NA,"no","yes","no",NA,"UNINC,MED CITY"
"1501",45,25,NA,1,0,1,9,52,2,NA,0,NA,NA,NA,NA,1,NA,NA,2,NA,NA,3,NA,3,NA,NA,2,NA,2,NA,NA,NA,NA,NA,2,6,5,NA,NA,4,NA,NA,NA,NA,5,3,NA,1,"Yes",NA,"BALLOT B","INSPIRED WORD","yes",NA,"NOT USED",NA,"FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD",NA,"DETACHED 1-FAM HOUSE",NA,"no","yes",NA,"2 GENS, CHILDREN","MOTHER & FATHER",NA,"no",NA,NA,NA,"No",NA,"married","married","yes","yes","SAME ST,DIF CITY","no",NA,"FULL-TIME","NOT STR REPUBLICAN",NA,"PHONE IN HOME",NA,NA,NA,"no","SOUTH ATLANTIC",NA,NA,"TOWN LT 50000","HEAD OF HOUSEHOLD","female","Heterosexual or straight",NA,NA,"no","no","no","no","no","yes","no",NA,NA
"1502",NA,30,NA,0,0,NA,9,NA,3,NA,0,2,NA,5,3,NA,2,NA,NA,NA,NA,2,3,NA,2,1,3,2,2,1,3,1,4,NA,NA,6,5,0,6,6,4,NA,2,3,1,NA,0,NA,NA,NA,"BALLOT C","WORD OF GOD","yes","favor","USED LAST TIME","R CONSENTS TO RECORDING INTERVIEW",NA,"LIVING IN HOUSEHOLD","High School diploma","DETACHED 1-FAM HOUSE",NA,NA,"no","no","2 GENS, CHILDREN",NA,NA,NA,NA,NA,"white","No","neither","married",NA,NA,NA,"DIFFERENT STATE","no","refused","FULL-TIME","STRONG DEMOCRAT",NA,NA,"yes","yes",NA,NA,"MIDDLE ATLANTIC","spouse","YES, IN RELATIONSHIP","COUNTRY,NONFARM","HEAD OF HOUSEHOLD","male","Heterosexual or straight","OTHER RURAL",NA,"no",NA,NA,"no","no","yes","no","private",NA
"1503",33,19,NA,NA,NA,NA,9,52,2,8,NA,NA,9,6,2,1,NA,2,2,3,2,2,NA,3,2,1,NA,1,NA,NA,2,NA,2,NA,2,NA,NA,0,5,6,4,4,3,NA,7,3,0,1,"Yes","Yes",NA,"WORD OF GOD","yes",NA,"NOT USED",NA,NA,"LIVING IN HOUSEHOLD","High School diploma",NA,"NAMES 1","no",NA,NA,"2 GENS, CHILDREN","MOTHER & FATHER","no","no","female",NA,"white","No","neither","divorced",NA,NA,"yes",NA,"no",NA,NA,"STRONG DEMOCRAT","SOMEONE ELSE","cellphone",NA,NA,"CANT DISCRIMINATE","no","SOUTH ATLANTIC","NON-RELATIVE","YES, IN RELATIONSHIP",NA,"HEAD OF HOUSEHOLD","female","Heterosexual or straight","OTHER RURAL",NA,"yes","no","no","no","no",NA,"no",NA,NA
"1504",NA,17,4064.5,NA,NA,NA,9,0,NA,NA,0,1,8,8,3,1,1,0,2,1,1,1,2,3,NA,1,1,2,NA,3,3,1,NA,NA,NA,6,3,NA,6,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,"WORD OF GOD","yes","favor",NA,"R CONSENTS TO PARTCIPATE IN THE SURVEY BUT DOES NOT WANT TO BE RECORDED","FRIENDLY,INTERESTED",NA,NA,NA,"CANNOT NAME ANY",NA,NA,NA,"1 GEN","MOTHER & FATHER","no","YES, OTHER (FLOWERS, FOOD, ETC.)","male",NA,"white",NA,"neither","divorced","NEVER MARRIED",NA,NA,NA,"no","no",NA,"independent",NA,"cellphone","yes","yes","CANT DISCRIMINATE","yes",NA,"OTHER RELATIVE",NA,NA,"HEAD OF HOUSEHOLD","male",NA,"OTHER RURAL","Did not vote","no","no","no","no",NA,NA,NA,NA,"UNINC,MED CITY"
"1505",66,27,20322.5,NA,30,3,9,40,NA,NA,0,2,NA,NA,3,1,NA,1,2,NA,NA,2,3,2,NA,1,3,1,3,NA,3,NA,NA,4,6,7,3,0,4,NA,2,NA,3,4,4,3,0,1,NA,NA,NA,"WORD OF GOD","yes",NA,"NOT USED",NA,NA,"LIVING IN HOUSEHOLD",NA,NA,"CANNOT NAME ANY","no",NA,"yes","1 GEN",NA,"no","no","male","KNOW GOD EXISTS","white","No","neither",NA,NA,"no","yes","SAME ST,DIF CITY",NA,"refused",NA,NA,NA,"cellphone","yes",NA,NA,"yes","SOUTH ATLANTIC",NA,"YES, IN RELATIONSHIP",NA,"HEAD OF HOUSEHOLD","male","Heterosexual or straight",NA,"Voted",NA,NA,"no",NA,"no","yes","no","private","UNINC,MED CITY"
"1506",46,NA,73900,NA,NA,NA,12,NA,NA,3,0,2,NA,NA,3,1,2,2,NA,3,2,2,NA,4,NA,NA,1,2,2,2,NA,1,NA,NA,NA,5,NA,NA,5,2,NA,NA,1,NA,4,NA,NA,1,NA,NA,"BALLOT B",NA,NA,"favor",NA,"R CONSENTS TO PARTCIPATE IN THE SURVEY BUT DOES NOT WANT TO BE RECORDED","FRIENDLY,INTERESTED",NA,"High School diploma","DETACHED 1-FAM HOUSE","CHOOSES 1 OF 2+",NA,"no","NEVER MARRIED",NA,"MOTHER & FATHER",NA,"YES, OTHER (FLOWERS, FOOD, ETC.)","female","BELIEVE BUT DOUBTS","white",NA,NA,"divorced","NEVER MARRIED","yes","yes",NA,"no",NA,"FULL-TIME","IND,NEAR REP",NA,NA,NA,NA,NA,"no",NA,NA,"YES, IN RELATIONSHIP","50000 TO 250000","NON-RELATIVE","female","Gay, lesbian, or homosexual","OTHER RURAL","Voted","no",NA,"no","no","no","yes","no","private","UNINC,MED CITY"
"1507",NA,25,160742.21785,1,NA,1,NA,36,2,NA,0,3,5,NA,3,NA,2,2,NA,3,3,NA,3,NA,2,1,1,2,2,NA,1,1,NA,2,2,4,6,0,NA,1,2,4,3,4,4,3,0,1,NA,NA,"BALLOT C",NA,"yes","oppose","NOT USED",NA,"FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD","High School diploma","DETACHED 1-FAM HOUSE","NAMES 1","no","no",NA,NA,"MOTHER & FATHER","no",NA,"male","KNOW GOD EXISTS","white","No","neither","married","married","yes","yes","SAME CITY","no",NA,"PART-TIME","IND,NEAR DEM","SOMEONE ELSE",NA,"yes","yes","OWNER DECIDES","yes",NA,"spouse","YES, IN RELATIONSHIP","TOWN LT 50000","spouse","female",NA,"OTHER RURAL","Voted","no","no","yes","no","no",NA,NA,NA,NA
"1508",60,35,49882.5,5,NA,4,12,52,1,8,0,NA,7,7,NA,NA,5,1,1,2,NA,2,3,2,2,1,1,NA,2,1,NA,NA,2,1,1,4,5,0,5,NA,3,3,3,4,NA,NA,NA,1,"Yes",NA,"BALLOT C","INSPIRED WORD","yes",NA,"NOT USED","R CONSENTS TO PARTCIPATE IN THE SURVEY BUT DOES NOT WANT TO BE RECORDED",NA,"LIVING IN HOUSEHOLD","High School diploma","DETACHED 1-FAM HOUSE","CHOOSES 1 OF 2+","no","yes","no","2 GENS, CHILDREN","MOTHER & FATHER","no","no","female",NA,"white",NA,"neither","divorced","NEVER MARRIED",NA,NA,"DIFFERENT STATE","no",NA,"FULL-TIME","NOT STR DEMOCRAT",NA,"PHONE IN HOME",NA,"no","CANT DISCRIMINATE","no","E. NOR. CENTRAL","child","YES, IN RELATIONSHIP","50000 TO 250000","HEAD OF HOUSEHOLD",NA,"Heterosexual or straight",NA,"Voted","no","no","no","no",NA,"yes","no","government",NA
"1509",27,NA,13856.25,NA,4,3,12,52,1,3,NA,NA,NA,NA,2,3,2,NA,NA,2,NA,NA,3,4,NA,NA,1,NA,2,2,NA,1,1,NA,5,3,NA,NA,8,3,2,2,2,3,6,NA,NA,NA,"No",NA,"BALLOT C",NA,NA,NA,"NOT USED","R CONSENTS TO RECORDING INTERVIEW","cooperative","LIVING IN HOUSEHOLD","High School diploma","trailer","NAMES 1","no","no","NEVER MARRIED",NA,NA,"no","YES, MONEY","female","BELIEVE BUT DOUBTS","white","Yes",NA,NA,NA,"yes",NA,"SAME ST,DIF CITY",NA,"no","PART-TIME","NOT STR DEMOCRAT","SELF-EMPLOYED","cellphone",NA,"yes","CANT DISCRIMINATE","no","SOUTH ATLANTIC",NA,NA,"COUNTRY,NONFARM",NA,"female","Bisexual","OTHER RURAL","Voted",NA,"no","no","no","no","yes","yes",NA,NA
"1510",68,18,33255,NA,NA,11,12,52,2,1,NA,3,NA,NA,2,3,1,2,1,3,1,NA,NA,3,NA,2,NA,1,1,2,2,1,2,2,2,NA,4,0,7,3,2,3,NA,4,6,2,0,1,NA,NA,NA,"BOOK OF FABLES",NA,"favor","NOT USED","R CONSENTS TO RECORDING INTERVIEW",NA,"LIVING IN HOUSEHOLD",NA,"DETACHED 1-FAM HOUSE","CANNOT CHOOSE 1",NA,"no","no","1 GEN","MOTHER & FATHER",NA,NA,"male",NA,"white",NA,NA,NA,NA,"yes","yes","DIFFERENT STATE","no",NA,NA,"STRONG REPUBLICAN",NA,"PHONE IN HOME",NA,"yes",NA,NA,"foreign","spouse","NO, NO RELATIONSHIP","50000 TO 250000","spouse","female","Heterosexual or straight",NA,"Ineligible","no","no",NA,NA,"no","yes","no","private","UNINC,MED CITY"
"1511",NA,NA,NA,0,5,1,12,0,2,1,0,3,NA,7,3,2,2,NA,3,3,NA,3,NA,5,2,2,1,3,NA,1,NA,2,1,2,2,5,3,0,5,1,NA,2,NA,NA,5,3,0,1,NA,NA,NA,"INSPIRED WORD","yes",NA,"NOT USED","R CONSENTS TO RECORDING INTERVIEW","FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD",NA,"DETACHED 1-FAM HOUSE","CHOOSES 1 OF 2+",NA,NA,"no","1 GEN","M AND F RELATIVES",NA,"no","male","SOME HIGHER POWER","white",NA,"resp","married",NA,NA,"no","SAME CITY","no","yes",NA,"IND,NEAR REP","SOMEONE ELSE","PHONE IN HOME",NA,NA,"CANT DISCRIMINATE","no",NA,NA,"YES, IN RELATIONSHIP","TOWN LT 50000",NA,"male","Heterosexual or straight",NA,"Voted","no","no","yes",NA,"no",NA,NA,"government",NA
"1512",65,NA,73900,0,6,5,18,52,2,1,0,2,4,4,2,1,NA,2,3,NA,1,NA,3,NA,NA,1,1,2,2,NA,2,NA,NA,1,1,4,2,NA,NA,1,2,NA,3,3,4,3,0,NA,"Yes",NA,"BALLOT A","INSPIRED WORD","yes","favor","NOT USED","R CONSENTS TO RECORDING INTERVIEW","cooperative","LIVING IN HOUSEHOLD",NA,NA,"CHOOSES 1 OF 2+",NA,"no","no","1 GEN","mother",NA,"no","female",NA,NA,NA,"neither","married","married",NA,NA,"SAME ST,DIF CITY",NA,NA,NA,"IND,NEAR REP",NA,"PHONE IN HOME","yes",NA,"CANT DISCRIMINATE","yes",NA,"spouse","YES, IN RELATIONSHIP","COUNTRY,NONFARM","spouse","male",NA,"OTHER RURAL","Voted",NA,NA,NA,"no","no","yes","yes","private","UNINC,MED CITY"
"1513",68,NA,20322.5,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,3,1,NA,0,1,NA,2,1,NA,3,NA,NA,3,2,NA,2,2,2,NA,NA,NA,6,NA,NA,4,3,NA,3,NA,3,NA,3,0,NA,NA,NA,"BALLOT B","WORD OF GOD",NA,"favor",NA,"R CONSENTS TO RECORDING INTERVIEW",NA,"LIVING IN HOUSEHOLD",NA,"DETACHED 1-FAM HOUSE","CHOOSES 1 OF 2+",NA,NA,NA,"1 GEN",NA,NA,"no",NA,"KNOW GOD EXISTS","white",NA,NA,NA,"married",NA,"yes",NA,"no",NA,NA,NA,"SELF-EMPLOYED","PHONE IN HOME",NA,NA,NA,NA,NA,NA,NA,"farm","spouse","male",NA,"OTHER RURAL","Voted","no","no",NA,NA,NA,NA,"no",NA,"UNINC,MED CITY"
"1514",NA,NA,60967.5,0,1,1,18,52,2,NA,1,3,9,NA,3,1,NA,2,2,NA,NA,NA,4,NA,NA,2,2,NA,2,NA,NA,NA,4,2,2,NA,2,NA,5,2,2,3,NA,NA,2,3,0,NA,"Yes",NA,"BALLOT A","INSPIRED WORD","yes","favor",NA,NA,"FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD",NA,NA,NA,"no","no","no","2 GENS, CHILDREN","MOTHER & FATHER","no",NA,"male",NA,"white","No",NA,"married",NA,NA,"yes","SAME ST,DIF CITY","no","yes","FULL-TIME","NOT STR REPUBLICAN",NA,"PHONE ELSEWHERE","yes",NA,"OWNER DECIDES","no","SOUTH ATLANTIC",NA,"YES, IN RELATIONSHIP",NA,"HEAD OF HOUSEHOLD","male","Heterosexual or straight","OTHER RURAL","Voted",NA,"no",NA,"no","no","yes","no","private","UNINC,MED CITY"
"1515",NA,NA,27712.5,1,1,NA,18,48,4,6,NA,3,5,5,3,1,2,4,2,3,NA,3,2,NA,1,NA,1,1,1,1,1,2,2,2,2,5,6,0,NA,NA,2,4,3,2,NA,4,0,1,"Yes",NA,NA,"WORD OF GOD",NA,NA,NA,"R CONSENTS TO RECORDING INTERVIEW",NA,"LIVING IN HOUSEHOLD",NA,"DETACHED 1-FAM HOUSE","NAMES 1","no","no","no","2 GENS, CHILDREN","MOTHER & FATHER",NA,"YES, MONEY","male","KNOW GOD EXISTS","white",NA,"neither","married",NA,"yes","yes",NA,NA,"no","PART-TIME","STRONG DEMOCRAT","SOMEONE ELSE",NA,NA,"no","CANT DISCRIMINATE",NA,"SOUTH ATLANTIC","spouse",NA,"TOWN LT 50000",NA,NA,"Heterosexual or straight","OTHER RURAL","Voted","no","no","no","no",NA,"yes","yes",NA,"UNINC,MED CITY"
"1516",NA,24,73900,NA,0,NA,18,NA,NA,1,0,3,NA,7,NA,1,4,NA,3,3,NA,NA,3,NA,3,1,1,NA,2,2,NA,NA,2,2,2,2,2,1,NA,1,1,1,2,3,5,2,0,1,NA,"Yes","BALLOT A",NA,"yes","favor","NOT USED","R CONSENTS TO PARTCIPATE IN THE SURVEY BUT DOES NOT WANT TO BE RECORDED","FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD","High School diploma",NA,"CANNOT NAME ANY","no","no",NA,NA,"MOTHER & STPFATHER","no","no","female","NO WAY TO FIND OUT","white",NA,"neither","married","married","yes","yes","SAME ST,DIF CITY","no",NA,"FULL-TIME",NA,"SELF-EMPLOYED","PHONE ELSEWHERE","yes",NA,"CANT DISCRIMINATE","no","SOUTH ATLANTIC","spouse",NA,"TOWN LT 50000",NA,"female","Heterosexual or straight","OTHER RURAL","Voted","no","no","no",NA,NA,"yes","no","government","UNINC,MED CITY"
"1517",NA,NA,49882.5,NA,3,5,NA,NA,3,NA,NA,4,9,9,2,2,2,3,3,5,NA,1,NA,1,5,1,1,2,1,2,2,NA,NA,3,5,2,3,NA,3,1,2,1,3,2,2,2,0,1,"Yes",NA,NA,"INSPIRED WORD","yes","favor","USED LAST TIME",NA,NA,"LIVING IN HOUSEHOLD","High School diploma",NA,"NAMES 1","no","no","NEVER MARRIED","2 GENS, CHILDREN","FEMALE RELATIVE","no","no","male","BELIEVE BUT DOUBTS",NA,"No","neither",NA,"married",NA,"yes",NA,"no","no","PART-TIME","NOT STR DEMOCRAT",NA,"PHONE IN HOME","yes","yes","OWNER DECIDES","no",NA,"spouse","NO, NO RELATIONSHIP","TOWN LT 50000","child",NA,NA,"OTHER RURAL","Ineligible","no","no",NA,"yes","no",NA,"no","private","UNINC,MED CITY"
"1518",NA,NA,13856.25,NA,0,2,18,NA,1,5,0,3,NA,NA,3,NA,NA,NA,1,2,1,2,NA,NA,1,1,NA,NA,3,2,NA,1,1,1,1,NA,NA,0,NA,4,4,3,1,4,NA,2,0,NA,NA,NA,NA,"INSPIRED WORD","yes",NA,"NOT USED","R CONSENTS TO RECORDING INTERVIEW","FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD","High School diploma","DETACHED 1-FAM HOUSE",NA,"no","no",NA,NA,NA,NA,NA,"female","KNOW GOD EXISTS","white","No",NA,NA,NA,NA,"no","SAME CITY","no",NA,NA,"IND,NEAR REP","SELF-EMPLOYED","PHONE IN HOME",NA,NA,NA,"yes",NA,NA,NA,NA,"HEAD OF HOUSEHOLD","female","Heterosexual or straight",NA,NA,"no",NA,"no",NA,"no",NA,NA,"government","UNINC,MED CITY"
"1519",47,22,73900,5,NA,6,NA,52,3,7,0,NA,5,5,3,1,4,NA,1,3,1,2,4,2,NA,2,NA,1,1,1,2,1,NA,2,2,NA,5,1,5,3,2,NA,NA,2,4,2,2,1,NA,NA,"BALLOT C","INSPIRED WORD","yes","favor","NOT USED","R CONSENTS TO RECORDING INTERVIEW","FRIENDLY,INTERESTED","LIVING IN HOUSEHOLD","High School diploma",NA,"NAMES 1",NA,NA,"no",NA,NA,NA,"no","female",NA,"white",NA,"neither","married","married",NA,"yes",NA,"no","no","FULL-TIME","NOT STR REPUBLICAN",NA,"PHONE IN HOME","yes",NA,NA,"no",NA,"spouse","YES, IN RELATIONSHIP","50000 TO 250000","HEAD OF HOUSEHOLD","female","Heterosexual or straight",NA,NA,"no","no","no","no","no","yes","no","government","UNINC,MED CITY"
